budget,data_gb,data_unlimited,mvno_ok,voice_unlimited,age,method,n,over_budget,short_data,wrong_carrier,median_fee,plan_ids
20000,,True,True,False,25,A.세그먼트,5,2,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
20000,,True,True,False,25,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
20000,,True,True,False,25,C.필터랭킹,5,0,0,0,9940.0,27776|27749|27750|27775|33130
20000,,True,True,False,65,A.세그먼트,5,2,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
20000,,True,True,False,65,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
20000,,True,True,False,65,C.필터랭킹,5,0,0,0,9940.0,27776|27749|27750|27775|33130
20000,,True,False,True,25,A.세그먼트,5,5,5,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
20000,,True,False,True,25,B.요금제군집,5,0,0,5,9940.0,27776|27749|27750|27775|33130
20000,,True,False,True,25,C.필터랭킹,1,0,0,0,19000.0,29062
20000,,True,False,True,65,A.세그먼트,5,5,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
20000,,True,False,True,65,B.요금제군집,5,0,0,5,9940.0,27776|27749|27750|27775|33130
20000,,True,False,True,65,C.필터랭킹,1,0,0,0,19000.0,29062
20000,,True,False,False,25,A.세그먼트,5,2,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
20000,,True,False,False,25,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
20000,,True,False,False,25,C.필터랭킹,1,0,0,0,19000.0,29062
20000,,True,False,False,65,A.세그먼트,5,2,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
20000,,True,False,False,65,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
20000,,True,False,False,65,C.필터랭킹,1,0,0,0,19000.0,29062
30000,5.0,False,True,True,25,A.세그먼트,5,5,0,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
30000,5.0,False,True,True,25,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
30000,5.0,False,True,True,25,C.필터랭킹,5,0,0,0,0.0,23450|36971|36967|26257|32400
30000,5.0,False,True,True,65,A.세그먼트,5,1,1,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,5.0,False,True,True,65,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
30000,5.0,False,True,True,65,C.필터랭킹,5,0,0,0,0.0,23450|36971|36967|26257|32400
30000,5.0,False,True,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,5.0,False,True,False,25,B.요금제군집,5,0,0,0,12900.0,33041|23505|35886|29825|35797
30000,5.0,False,True,False,25,C.필터랭킹,5,0,0,0,0.0,23450|36971|36967|26257|11964
30000,5.0,False,True,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,5.0,False,True,False,65,B.요금제군집,5,0,0,0,12900.0,33041|23505|35886|29825|35797
30000,5.0,False,True,False,65,C.필터랭킹,5,0,0,0,0.0,23450|36971|36967|26257|11964
30000,5.0,False,False,True,25,A.세그먼트,5,5,0,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
30000,5.0,False,False,True,25,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
30000,5.0,False,False,True,25,C.필터랭킹,5,0,0,0,27000.0,36334|29062|20278|LPZ1007708|1693_베이직4GB_만 34세 이하
30000,5.0,False,False,True,65,A.세그먼트,5,1,1,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,5.0,False,False,True,65,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
30000,5.0,False,False,True,65,C.필터랭킹,5,0,0,0,27000.0,36334|29062|20278|Z202605260|LPZ1006744
30000,5.0,False,False,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,5.0,False,False,False,25,B.요금제군집,5,0,0,5,12900.0,33041|23505|35886|29825|35797
30000,5.0,False,False,False,25,C.필터랭킹,5,0,0,0,27000.0,36334|29062|20278|LPZ1007708|1693_베이직4GB_만 34세 이하
30000,5.0,False,False,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,5.0,False,False,False,65,B.요금제군집,5,0,0,5,12900.0,33041|23505|35886|29825|35797
30000,5.0,False,False,False,65,C.필터랭킹,5,0,0,0,27000.0,36334|29062|20278|Z202605260|LPZ1006744
30000,20.0,False,True,True,25,A.세그먼트,5,5,0,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
30000,20.0,False,True,True,25,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
30000,20.0,False,True,True,25,C.필터랭킹,5,0,0,0,6900.0,36971|37228|37403|36334|29021
30000,20.0,False,True,True,65,A.세그먼트,5,1,4,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,20.0,False,True,True,65,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
30000,20.0,False,True,True,65,C.필터랭킹,5,0,0,0,6900.0,36971|37228|37403|36334|29021
30000,20.0,False,True,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,20.0,False,True,False,25,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
30000,20.0,False,True,False,25,C.필터랭킹,5,0,0,0,10.0,36971|35446|37238|33146|37176
30000,20.0,False,True,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,20.0,False,True,False,65,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
30000,20.0,False,True,False,65,C.필터랭킹,5,0,0,0,10.0,36971|35446|37238|33146|37176
30000,20.0,False,False,True,25,A.세그먼트,5,5,0,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
30000,20.0,False,False,True,25,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
30000,20.0,False,False,True,25,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,20.0,False,False,True,65,A.세그먼트,5,1,4,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,20.0,False,False,True,65,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
30000,20.0,False,False,True,65,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,20.0,False,False,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,20.0,False,False,False,25,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
30000,20.0,False,False,False,25,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,20.0,False,False,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,20.0,False,False,False,65,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
30000,20.0,False,False,False,65,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,50.0,False,True,True,25,A.세그먼트,5,5,2,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
30000,50.0,False,True,True,25,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
30000,50.0,False,True,True,25,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|36985|26315
30000,50.0,False,True,True,65,A.세그먼트,5,1,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,50.0,False,True,True,65,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
30000,50.0,False,True,True,65,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|36985|26315
30000,50.0,False,True,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,50.0,False,True,False,25,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
30000,50.0,False,True,False,25,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|36985|26315
30000,50.0,False,True,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,50.0,False,True,False,65,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
30000,50.0,False,True,False,65,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|36985|26315
30000,50.0,False,False,True,25,A.세그먼트,5,5,2,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
30000,50.0,False,False,True,25,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
30000,50.0,False,False,True,25,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,50.0,False,False,True,65,A.세그먼트,5,1,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,50.0,False,False,True,65,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
30000,50.0,False,False,True,65,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,50.0,False,False,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,50.0,False,False,False,25,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
30000,50.0,False,False,False,25,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,50.0,False,False,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,50.0,False,False,False,65,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
30000,50.0,False,False,False,65,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,100.0,False,True,True,25,A.세그먼트,5,5,5,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
30000,100.0,False,True,True,25,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
30000,100.0,False,True,True,25,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|26315|36692
30000,100.0,False,True,True,65,A.세그먼트,5,1,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,100.0,False,True,True,65,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
30000,100.0,False,True,True,65,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|26315|36692
30000,100.0,False,True,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,100.0,False,True,False,25,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
30000,100.0,False,True,False,25,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|26315|36692
30000,100.0,False,True,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,100.0,False,True,False,65,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
30000,100.0,False,True,False,65,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|26315|36692
30000,100.0,False,False,True,25,A.세그먼트,5,5,5,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
30000,100.0,False,False,True,25,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
30000,100.0,False,False,True,25,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,100.0,False,False,True,65,A.세그먼트,5,1,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,100.0,False,False,True,65,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
30000,100.0,False,False,True,65,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,100.0,False,False,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,100.0,False,False,False,25,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
30000,100.0,False,False,False,25,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,100.0,False,False,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,100.0,False,False,False,65,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
30000,100.0,False,False,False,65,C.필터랭킹,2,0,0,0,13000.0,36334|29062
30000,,True,True,True,25,A.세그먼트,5,5,0,0,86250.0,1692_초이스 더블 디바이스|1681_초이스90_만 65세 이상_유튜브프리미엄|Z202205251_우리집지킴이Easy2+|Z202205252_우리집돌봄이Kids|Z202205253_AI구독
30000,,True,True,True,25,B.요금제군집,5,5,0,0,60000.0,28703|1693_베이직80|1693_베이직80_만 34세 이하|1693_베이직80_만 18세 이하|1693_베이직80_만 65세 이상
30000,,True,True,True,25,C.필터랭킹,5,0,0,0,9940.0,27776|27749|27750|27775|33130
30000,,True,True,True,65,A.세그먼트,5,1,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,,True,True,True,65,B.요금제군집,5,5,0,0,60000.0,28703|1693_베이직80|1693_베이직80_만 34세 이하|1693_베이직80_만 18세 이하|1693_베이직80_만 65세 이상
30000,,True,True,True,65,C.필터랭킹,5,0,0,0,9940.0,27776|27749|27750|27775|33130
30000,,True,True,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,,True,True,False,25,B.요금제군집,5,5,0,0,60000.0,28703|1693_베이직80|1693_베이직80_만 34세 이하|1693_베이직80_만 18세 이하|1693_베이직80_만 65세 이상
30000,,True,True,False,25,C.필터랭킹,5,0,0,0,9940.0,27776|27749|27750|27775|33130
30000,,True,True,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,,True,True,False,65,B.요금제군집,5,5,0,0,60000.0,28703|1693_베이직80|1693_베이직80_만 34세 이하|1693_베이직80_만 18세 이하|1693_베이직80_만 65세 이상
30000,,True,True,False,65,C.필터랭킹,5,0,0,0,9940.0,27776|27749|27750|27775|33130
30000,,True,False,True,25,A.세그먼트,5,5,0,0,86250.0,1692_초이스 더블 디바이스|1681_초이스90_만 65세 이상_유튜브프리미엄|Z202205251_우리집지킴이Easy2+|Z202205252_우리집돌봄이Kids|Z202205253_AI구독
30000,,True,False,True,25,B.요금제군집,5,5,0,0,60000.0,28703|1693_베이직80|1693_베이직80_만 34세 이하|1693_베이직80_만 18세 이하|1693_베이직80_만 65세 이상
30000,,True,False,True,25,C.필터랭킹,1,0,0,0,19000.0,29062
30000,,True,False,True,65,A.세그먼트,5,1,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
30000,,True,False,True,65,B.요금제군집,5,5,0,0,60000.0,28703|1693_베이직80|1693_베이직80_만 34세 이하|1693_베이직80_만 18세 이하|1693_베이직80_만 65세 이상
30000,,True,False,True,65,C.필터랭킹,1,0,0,0,19000.0,29062
30000,,True,False,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,,True,False,False,25,B.요금제군집,5,5,0,0,60000.0,28703|1693_베이직80|1693_베이직80_만 34세 이하|1693_베이직80_만 18세 이하|1693_베이직80_만 65세 이상
30000,,True,False,False,25,C.필터랭킹,1,0,0,0,19000.0,29062
30000,,True,False,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
30000,,True,False,False,65,B.요금제군집,5,5,0,0,60000.0,28703|1693_베이직80|1693_베이직80_만 34세 이하|1693_베이직80_만 18세 이하|1693_베이직80_만 65세 이상
30000,,True,False,False,65,C.필터랭킹,1,0,0,0,19000.0,29062
50000,5.0,False,True,True,25,A.세그먼트,5,2,0,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
50000,5.0,False,True,True,25,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
50000,5.0,False,True,True,25,C.필터랭킹,5,0,0,0,0.0,23450|36971|36967|26257|32400
50000,5.0,False,True,True,65,A.세그먼트,5,0,1,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
50000,5.0,False,True,True,65,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
50000,5.0,False,True,True,65,C.필터랭킹,5,0,0,0,0.0,23450|36971|36967|26257|32400
50000,5.0,False,True,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,5.0,False,True,False,25,B.요금제군집,5,0,0,0,12900.0,33041|23505|35886|29825|35797
50000,5.0,False,True,False,25,C.필터랭킹,5,0,0,0,0.0,23450|36971|36967|26257|11964
50000,5.0,False,True,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,5.0,False,True,False,65,B.요금제군집,5,0,0,0,12900.0,33041|23505|35886|29825|35797
50000,5.0,False,True,False,65,C.필터랭킹,5,0,0,0,0.0,23450|36971|36967|26257|11964
50000,5.0,False,False,True,25,A.세그먼트,5,2,0,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
50000,5.0,False,False,True,25,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
50000,5.0,False,False,True,25,C.필터랭킹,5,0,0,0,27000.0,36334|29062|20278|LPZ1007708|1693_베이직4GB_만 34세 이하
50000,5.0,False,False,True,65,A.세그먼트,5,0,1,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
50000,5.0,False,False,True,65,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
50000,5.0,False,False,True,65,C.필터랭킹,5,0,0,0,27000.0,36334|29062|20278|Z202605260|LPZ1006744
50000,5.0,False,False,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,5.0,False,False,False,25,B.요금제군집,5,0,0,5,12900.0,33041|23505|35886|29825|35797
50000,5.0,False,False,False,25,C.필터랭킹,5,0,0,0,27000.0,36334|29062|20278|LPZ1007708|1693_베이직4GB_만 34세 이하
50000,5.0,False,False,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,5.0,False,False,False,65,B.요금제군집,5,0,0,5,12900.0,33041|23505|35886|29825|35797
50000,5.0,False,False,False,65,C.필터랭킹,5,0,0,0,27000.0,36334|29062|20278|Z202605260|LPZ1006744
50000,20.0,False,True,True,25,A.세그먼트,5,2,0,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
50000,20.0,False,True,True,25,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
50000,20.0,False,True,True,25,C.필터랭킹,5,0,0,0,6900.0,36971|37228|37403|36334|29021
50000,20.0,False,True,True,65,A.세그먼트,5,0,4,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
50000,20.0,False,True,True,65,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
50000,20.0,False,True,True,65,C.필터랭킹,5,0,0,0,6900.0,36971|37228|37403|36334|29021
50000,20.0,False,True,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,20.0,False,True,False,25,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
50000,20.0,False,True,False,25,C.필터랭킹,5,0,0,0,10.0,36971|35446|37238|33146|37176
50000,20.0,False,True,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,20.0,False,True,False,65,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
50000,20.0,False,True,False,65,C.필터랭킹,5,0,0,0,10.0,36971|35446|37238|33146|37176
50000,20.0,False,False,True,25,A.세그먼트,5,2,0,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
50000,20.0,False,False,True,25,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
50000,20.0,False,False,True,25,C.필터랭킹,5,0,0,0,36000.0,36334|29062|22818|1694_베이직 10GB(이월)_만 34세 이하|1693_베이직10GB_만 34세 이하
50000,20.0,False,False,True,65,A.세그먼트,5,0,4,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
50000,20.0,False,False,True,65,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
50000,20.0,False,False,True,65,C.필터랭킹,5,0,0,0,36000.0,36334|29062|22818|22817|22816
50000,20.0,False,False,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,20.0,False,False,False,25,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
50000,20.0,False,False,False,25,C.필터랭킹,5,0,0,0,36000.0,36334|29062|22818|1694_베이직 10GB(이월)_만 34세 이하|1693_베이직10GB_만 34세 이하
50000,20.0,False,False,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,20.0,False,False,False,65,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
50000,20.0,False,False,False,65,C.필터랭킹,5,0,0,0,36000.0,36334|29062|22818|22817|22816
50000,50.0,False,True,True,25,A.세그먼트,5,2,2,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
50000,50.0,False,True,True,25,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
50000,50.0,False,True,True,25,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|36985|26315
50000,50.0,False,True,True,65,A.세그먼트,5,0,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
50000,50.0,False,True,True,65,B.요금제군집,5,0,0,0,22000.0,33961|33962|33963|36247|33958
50000,50.0,False,True,True,65,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|36985|26315
50000,50.0,False,True,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,50.0,False,True,False,25,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
50000,50.0,False,True,False,25,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|36985|26315
50000,50.0,False,True,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,50.0,False,True,False,65,B.요금제군집,5,0,5,0,12900.0,33041|23505|35886|29825|35797
50000,50.0,False,True,False,65,C.필터랭킹,5,0,0,0,8200.0,37403|36334|36647|36985|26315
50000,50.0,False,False,True,25,A.세그먼트,5,2,2,0,48750.0,1693_베이직90GB|1693_베이직70GB|NA00009784_만 34세 이하|LPZ1007704|Z202605254
50000,50.0,False,False,True,25,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
50000,50.0,False,False,True,25,C.필터랭킹,5,0,0,0,45750.0,36334|29062|1693_베이직30GB_만 34세 이하|22813|NA00009786_만 34세 이하
50000,50.0,False,False,True,65,A.세그먼트,5,0,5,0,27750.0,1693_베이직4GB_만 18세 이하|1693_베이직1.4GB_만 65세 이상|1694_베이직 4GB(이월)_만 34세 이하|NA00009784_만 34세 이하|15412
50000,50.0,False,False,True,65,B.요금제군집,5,0,0,5,22000.0,33961|33962|33963|36247|33958
50000,50.0,False,False,True,65,C.필터랭킹,5,0,0,0,46000.0,36334|29062|22813|1693_베이직50GB_만 65세 이상|Z202605256
50000,50.0,False,False,False,25,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,50.0,False,False,False,25,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
50000,50.0,False,False,False,25,C.필터랭킹,5,0,0,0,45750.0,36334|29062|1693_베이직30GB_만 34세 이하|22813|NA00009786_만 34세 이하
50000,50.0,False,False,False,65,A.세그먼트,5,1,4,0,16500.0,1697_음성 18.7_만 75세 이상|NA00009797|LPZ1007770|LPZ0002291|LPZ0002473
50000,50.0,False,False,False,65,B.요금제군집,5,0,5,5,12900.0,33041|23505|35886|29825|35797
