change_type,plan_id,base_plan_id,host_mno,plan_category,plan_name,field,old_value,new_value,source_url
신규,37115,37115,LGU+,moyo,5G 스마트 125GB+(24개월),,,,https://www.moyoplan.com/plans/37115
신규,37223,37223,LGU+,moyo,A 5G 스페셜 에센셜,,,,https://www.moyoplan.com/plans/37223
신규,37237,37237,SKT,moyo,A 넥스트 100GB+,,,,https://www.moyoplan.com/plans/37237
신규,37221,37221,LGU+,moyo,A 스페셜 100GB+,,,,https://www.moyoplan.com/plans/37221
신규,37175,37175,KT,moyo,A 올라잇 100GB+ 밀리의서재,,,,https://www.moyoplan.com/plans/37175
신규,37267,37267,SKT,moyo,[S] 5G 모빙 500분15GB,,,,https://www.moyoplan.com/plans/37267
신규,37269,37269,SKT,moyo,[S] 데이터 100GB+,,,,https://www.moyoplan.com/plans/37269
신규,37265,37265,SKT,moyo,[S] 5G 모빙 300분15GB,,,,https://www.moyoplan.com/plans/37265
신규,37220,37220,LGU+,moyo,A 스페셜 11GB+,,,,https://www.moyoplan.com/plans/37220
신규,37216,37216,LGU+,moyo,A 스페셜 11GB+ (24개월),,,,https://www.moyoplan.com/plans/37216
신규,37217,37217,LGU+,moyo,A 스페셜 100GB+ (24개월),,,,https://www.moyoplan.com/plans/37217
신규,37391,37391,LGU+,moyo,[L] 5G 데이터 150GB+_2y_plus,,,,https://www.moyoplan.com/plans/37391
신규,37356,37356,LGU+,moyo,실속 500분10GB,,,,https://www.moyoplan.com/plans/37356
신규,37238,37238,SKT,moyo,A 스마트 20GB/100분,,,,https://www.moyoplan.com/plans/37238
신규,37183,37183,KT,moyo,A 스탠다드 10GB/200분,,,,https://www.moyoplan.com/plans/37183
신규,37275,37275,SKT,moyo,[S] 5G 모빙 500분20GB,,,,https://www.moyoplan.com/plans/37275
신규,37392,37392,LGU+,moyo,[L] 5G 데이터 95GB+_2y_plus,,,,https://www.moyoplan.com/plans/37392
신규,37393,37393,LGU+,moyo,홈결합 스페셜A,,,,https://www.moyoplan.com/plans/37393
신규,37378,37378,LGU+,moyo,[L] 데이터 11GB+,,,,https://www.moyoplan.com/plans/37378
신규,37202,37202,LGU+,moyo,A 스페셜 4.5GB+,,,,https://www.moyoplan.com/plans/37202
신규,37250,37250,SKT,moyo,모빙 300분15GB,,,,https://www.moyoplan.com/plans/37250
신규,37173,37173,KT,moyo,A 올라잇 11GB+ 밀리의서재,,,,https://www.moyoplan.com/plans/37173
신규,37395,37395,LGU+,moyo,[L] 데이터11GB+_2y_plus,,,,https://www.moyoplan.com/plans/37395
신규,37353,37353,LGU+,moyo,[L] 5G 300분15GB,,,,https://www.moyoplan.com/plans/37353
신규,37236,37236,SKT,moyo,A 넥스트 71GB+,,,,https://www.moyoplan.com/plans/37236
신규,37380,37380,LGU+,moyo,[L] 데이터 15GB+_2y_plus,,,,https://www.moyoplan.com/plans/37380
신규,37397,37397,LGU+,moyo,[L] 데이터 100GB+_24개월,,,,https://www.moyoplan.com/plans/37397
신규,37319,37319,KT,moyo,[K] 후후 안심 11GB+,,,,https://www.moyoplan.com/plans/37319
신규,37255,37255,SKT,moyo,[S] 200분10GB,,,,https://www.moyoplan.com/plans/37255
신규,37254,37254,SKT,moyo,[S] 300분5GB,,,,https://www.moyoplan.com/plans/37254
신규,37296,37296,KT,moyo,5G 쏙쏙 300분15GB,,,,https://www.moyoplan.com/plans/37296
신규,37229,37229,SKT,moyo,A 스마트 5GB/100분,,,,https://www.moyoplan.com/plans/37229
신규,37224,37224,SKT,moyo,A 5G 스마트 15GB/300분,,,,https://www.moyoplan.com/plans/37224
