change_type,plan_id,base_plan_id,host_mno,plan_category,plan_name,field,old_value,new_value,source_url
신규,37443,37443,KT,moyo,모두다 맘껏 안심 6GB+,,,,https://www.moyoplan.com/plans/37443
신규,33461,33461,KT,moyo,TOP 15GB 기본 (후후),,,,https://www.moyoplan.com/plans/33461
신규,33651,33651,KT,moyo,TOP 15GB 100분 (올리브영),,,,https://www.moyoplan.com/plans/33651
신규,33652,33652,KT,moyo,TOP 15GB 100분 (다이소),,,,https://www.moyoplan.com/plans/33652
단종,36971,36971,KT,moyo,5G 모두다 맘껏 안심 20GB+,,,,https://www.moyoplan.com/plans/36971
단종,36967,36967,KT,moyo,모두다 맘껏 10GB+(밀리의 서재 FREE),,,,https://www.moyoplan.com/plans/36967
단종,29878,29878,SKT,moyo,LTE 유심 (1GB/50분),,,,https://www.moyoplan.com/plans/29878
단종,29880,29880,SKT,moyo,LTE 유심 (500MB/60분),,,,https://www.moyoplan.com/plans/29880
단종,29825,29825,SKT,moyo,LTE 유심 (15GB/100분),,,,https://www.moyoplan.com/plans/29825
단종,29819,29819,SKT,moyo,LTE 유심 (15GB/300분),,,,https://www.moyoplan.com/plans/29819
단종,29879,29879,SKT,moyo,LTE 유심 (500MB/100분),,,,https://www.moyoplan.com/plans/29879
단종,37102,37102,SKT,moyo,5G 유심 (30GB/통화맘껏),,,,https://www.moyoplan.com/plans/37102
단종,29822,29822,SKT,moyo,LTE 유심 (15GB/200분),,,,https://www.moyoplan.com/plans/29822
단종,29838,29838,SKT,moyo,5G 유심 (10GB/200분),,,,https://www.moyoplan.com/plans/29838
단종,29877,29877,SKT,moyo,LTE 유심 (1GB/100분),,,,https://www.moyoplan.com/plans/29877
단종,29812,29812,SKT,moyo,[셀프] LTE 유심 (15GB/2000분),,,,https://www.moyoplan.com/plans/29812
단종,29785,29785,SKT,moyo,5G 유심 (20GB/1000분),,,,https://www.moyoplan.com/plans/29785
단종,29784,29784,SKT,moyo,LTE 유심 (25GB/300분),,,,https://www.moyoplan.com/plans/29784
단종,29849,29849,SKT,moyo,LTE 유심 (10GB/100분),,,,https://www.moyoplan.com/plans/29849
단종,35795,35795,SKT,moyo,5G 안심 (15GB+/2000분),,,,https://www.moyoplan.com/plans/35795
단종,29798,29798,SKT,moyo,LTE 안심 (15GB+/1000분),,,,https://www.moyoplan.com/plans/29798
단종,29806,29806,SKT,moyo,LTE 유심 (15GB/2000분),,,,https://www.moyoplan.com/plans/29806
단종,29855,29855,SKT,moyo,LTE 유심 (8GB/100분),,,,https://www.moyoplan.com/plans/29855
단종,29840,29840,SKT,moyo,5G 유심 (7GB/1000분),,,,https://www.moyoplan.com/plans/29840
단종,29738,29738,SKT,moyo,[Online] 5G CMLink (110GB+),,,,https://www.moyoplan.com/plans/29738
단종,29797,29797,SKT,moyo,5G 유심 (15GB/1000분),,,,https://www.moyoplan.com/plans/29797
단종,29839,29839,SKT,moyo,[셀프] LTE 유심 (8GB/2000분),,,,https://www.moyoplan.com/plans/29839
단종,29871,29871,SKT,moyo,5G 유심 (1GB/500분),,,,https://www.moyoplan.com/plans/29871
단종,35794,35794,SKT,moyo,5G 안심 (20GB+/2000분),,,,https://www.moyoplan.com/plans/35794
단종,29852,29852,SKT,moyo,5G 유심 (6GB/200분),,,,https://www.moyoplan.com/plans/29852
단종,29833,29833,SKT,moyo,5G 유심 (9GB/1000분),,,,https://www.moyoplan.com/plans/29833
단종,29834,29834,SKT,moyo,LTE 유심 (8GB/2000분),,,,https://www.moyoplan.com/plans/29834
단종,31298,31298,SKT,moyo,폰케어팩 (11GB+/통화맘껏),,,,https://www.moyoplan.com/plans/31298
단종,29832,29832,SKT,moyo,[셀프] LTE 유심 (10GB/2000분),,,,https://www.moyoplan.com/plans/29832
단종,35797,35797,SKT,moyo,5G 안심 (8GB+/2000분),,,,https://www.moyoplan.com/plans/35797
단종,29815,29815,SKT,moyo,LTE 안심 (10GB+/1000분),,,,https://www.moyoplan.com/plans/29815
단종,29766,29766,SKT,moyo,[셀프] LTE 유심 (11GB+),,,,https://www.moyoplan.com/plans/29766
단종,29814,29814,SKT,moyo,[셀프] LTE 유심 (7GB+),,,,https://www.moyoplan.com/plans/29814
단종,29851,29851,SKT,moyo,[셀프] LTE 유심 (1GB+),,,,https://www.moyoplan.com/plans/29851
단종,29829,29829,SKT,moyo,LTE 유심 (10GB/2000분),,,,https://www.moyoplan.com/plans/29829
단종,29830,29830,SKT,moyo,번개 유심 (10GB/2000분),,,,https://www.moyoplan.com/plans/29830
단종,33628,33628,SKT,moyo,7 PICK (100GB+/통화맘껏),,,,https://www.moyoplan.com/plans/33628
단종,29794,29794,SKT,moyo,LTE 유심 (15GB+/1000분),,,,https://www.moyoplan.com/plans/29794
단종,37101,37101,SKT,moyo,LTE 유심 (30GB+/통화맘껏),,,,https://www.moyoplan.com/plans/37101
단종,29789,29789,SKT,moyo,[셀프] LTE 유심 (15GB+/100분),,,,https://www.moyoplan.com/plans/29789
단종,29873,29873,SKT,moyo,LTE 안심차단 (1GB/1000분),,,,https://www.moyoplan.com/plans/29873
단종,33624,33624,SKT,moyo,7 PICK (11GB+/통화맘껏),,,,https://www.moyoplan.com/plans/33624
단종,29843,29843,SKT,moyo,LTE 유심 (1GB+/통화맘껏),,,,https://www.moyoplan.com/plans/29843
단종,29741,29741,SKT,moyo,5G 유심 (110GB+/통화맘껏),,,,https://www.moyoplan.com/plans/29741
단종,29748,29748,SKT,moyo,[셀프] LTE 유심 (100GB+),,,,https://www.moyoplan.com/plans/29748
단종,29860,29860,SKT,moyo,LTE 유심 (5GB/100분),,,,https://www.moyoplan.com/plans/29860
단종,29876,29876,SKT,moyo,LTE 유심 (1GB/200분),,,,https://www.moyoplan.com/plans/29876
단종,29875,29875,SKT,moyo,LTE 유심 (3GB/100분),,,,https://www.moyoplan.com/plans/29875
단종,29780,29780,SKT,moyo,LTE 유심 (15GB+/100분),,,,https://www.moyoplan.com/plans/29780
단종,29781,29781,SKT,moyo,번개 유심 15GB+,,,,https://www.moyoplan.com/plans/29781
단종,33626,33626,SKT,moyo,7 PICK (15GB+/100분),,,,https://www.moyoplan.com/plans/33626
단종,31297,31297,SKT,moyo,폰케어팩 (100GB+/통화맘껏),,,,https://www.moyoplan.com/plans/31297
단종,29788,29788,SKT,moyo,LTE 유심 (25GB/200분),,,,https://www.moyoplan.com/plans/29788
단종,29745,29745,SKT,moyo,LTE 유심 (100GB+/통화맘껏),,,,https://www.moyoplan.com/plans/29745
단종,29763,29763,SKT,moyo,LTE 유심 (11GB+/통화맘껏),,,,https://www.moyoplan.com/plans/29763
단종,29764,29764,SKT,moyo,번개유심 (11GB+/통화맘껏),,,,https://www.moyoplan.com/plans/29764
단종,29824,29824,SKT,moyo,10% 포인트 (10GB/2000분),,,,https://www.moyoplan.com/plans/29824
단종,29791,29791,SKT,moyo,LTE 유심 (25GB/100분),,,,https://www.moyoplan.com/plans/29791
