carrier_type,host_mno,mvno_brand,plan_id,base_plan_id,plan_id_type,plan_name,selected_option,plan_category,is_online_only,age_condition,signup_notice,network_gen,base_data_gb,extra_data_gb,data_gb,data_unlimited,data_throttle_speed,daily_data_gb,base_tethering_gb,extra_tethering_gb,tethering_gb,tethering_support,voice_unlimited,voice_minutes,voice_extra_minutes,sms_unlimited,sms_count,monthly_fee,discounted_fee,discount_type,discount_period_months,benefit_count,ott_option_count,ott_options,membership_grade,smart_device_benefit,extra_data_benefit,gift_benefit,source_url,crawled_at
MNO,SKT,,NA00009781_만 18세 이하,NA00009781,official_code,라이트 39,,SKT-라이트,False,만 18세 이하,,5G,6.0,1.5,7.5,False,400Kbps,,0.0,,0.0,quota,True,,300,True,,39000,29250,선택약정 25% 할인,,4,0,,,,만 18세 이하 기본 데이터 1.5GB 추가 제공 | 만 34세 이하 기본 데이터 1.0GB 추가 제공 | 만 65세 이상 기본 데이터 1.5GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00009781,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00009781_만 34세 이하,NA00009781,official_code,라이트 39,,SKT-라이트,False,만 34세 이하,,5G,6.0,1.0,7.0,False,400Kbps,,0.0,,0.0,quota,True,,300,True,,39000,29250,선택약정 25% 할인,,4,0,,,,만 18세 이하 기본 데이터 1.5GB 추가 제공 | 만 34세 이하 기본 데이터 1.0GB 추가 제공 | 만 65세 이상 기본 데이터 1.5GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00009781,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00009781_만 65세 이상,NA00009781,official_code,라이트 39,,SKT-라이트,False,만 65세 이상,,5G,6.0,1.5,7.5,False,400Kbps,,0.0,,0.0,quota,True,,300,True,,39000,29250,선택약정 25% 할인,,4,0,,,,만 18세 이하 기본 데이터 1.5GB 추가 제공 | 만 34세 이하 기본 데이터 1.0GB 추가 제공 | 만 65세 이상 기본 데이터 1.5GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00009781,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00007492,NA00007492,official_code,ZEM플랜 퍼펙트,,SKT-전용,False,만 12세 이하,,5G,6.0,,6.0,False,1Mbps,,0.0,,0.0,quota,True,,300,False,,36000,27000,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00007492,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00007493,NA00007493,official_code,ZEM플랜 베스트,,SKT-전용,False,만 12세 이하,,5G,3.0,,3.0,False,400Kbps,,0.0,,0.0,quota,True,,100,False,,26000,19500,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00007493,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00008234,NA00008234,official_code,5G 시니어 B형,,SKT-전용,False,만 70세 이상,,5G,9.0,,9.0,False,1Mbps,,0.0,,0.0,quota,True,,400,False,,44000,33000,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00008234,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00008235,NA00008235,official_code,5G 시니어 C형,,SKT-전용,False,만 80세 이상,,5G,8.0,,8.0,False,1Mbps,,0.0,,0.0,quota,True,,400,False,,42000,31500,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00008235,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00006534,NA00006534,official_code,T플랜 세이브,,SKT-전용,False,,,5G,1.5,,1.5,False,400Kbps,,0.0,,0.0,quota,True,,100,False,,33000,24750,선택약정 25% 할인,,3,0,,,,만 18세 이하 기본 데이터 1.0GB 추가 제공 | 만 34세 이하 기본 데이터 0.488GB 추가 제공 | 만 65세 이상 기본 데이터 1.0GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00006534,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00006534_만 18세 이하,NA00006534,official_code,T플랜 세이브,,SKT-전용,False,만 18세 이하,,5G,1.5,1.0,2.5,False,400Kbps,,0.0,,0.0,quota,True,,100,False,,33000,24750,선택약정 25% 할인,,3,0,,,,만 18세 이하 기본 데이터 1.0GB 추가 제공 | 만 34세 이하 기본 데이터 0.488GB 추가 제공 | 만 65세 이상 기본 데이터 1.0GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00006534,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00006534_만 34세 이하,NA00006534,official_code,T플랜 세이브,,SKT-전용,False,만 34세 이하,,5G,1.5,0.488,1.988,False,400Kbps,,0.0,,0.0,quota,True,,100,False,,33000,24750,선택약정 25% 할인,,3,0,,,,만 18세 이하 기본 데이터 1.0GB 추가 제공 | 만 34세 이하 기본 데이터 0.488GB 추가 제공 | 만 65세 이상 기본 데이터 1.0GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00006534,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00006534_만 65세 이상,NA00006534,official_code,T플랜 세이브,,SKT-전용,False,만 65세 이상,,5G,1.5,1.0,2.5,False,400Kbps,,0.0,,0.0,quota,True,,100,False,,33000,24750,선택약정 25% 할인,,3,0,,,,만 18세 이하 기본 데이터 1.0GB 추가 제공 | 만 34세 이하 기본 데이터 0.488GB 추가 제공 | 만 65세 이상 기본 데이터 1.0GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00006534,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00005628,NA00005628,official_code,주말엔 팅 3.0G,,SKT-전용,False,만 18세 이하,,LTE,3.0,,3.0,False,400Kbps,,0.0,,0.0,quota,True,,50,False,,41000,30750,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00005628,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00005627,NA00005627,official_code,주말엔 팅 세이브,,SKT-전용,False,만 18세 이하,,LTE,0.781,,0.781,False,400Kbps,,0.0,,0.0,quota,True,,50,False,,31000,23250,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00005627,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00004891,NA00004891,official_code,ZEM플랜 스마트,,SKT-전용,False,만 12세 이하,,5G,1.5,,1.5,False,400Kbps,,,,,quota,False,2,60,False,,19800,14850,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00004891,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00004934,NA00004934,official_code,T끼리 어르신,,SKT-전용,False,만 65세 이상,,LTE,0.391,,0.391,False,400Kbps,,0.0,,0.0,quota,False,,,False,,19800,14850,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00004934,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00005479,NA00005479,official_code,뉴 T끼리 맞춤형(100분+250MB),,SKT-전용,False,,,5G,0.244,,0.244,False,400Kbps,,0.0,,0.0,quota,False,,,False,,27830,20872,선택약정 25% 할인,,2,0,,,,만 65세 이상 기본 데이터 0.342GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00005479,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00005479_만 65세 이상,NA00005479,official_code,뉴 T끼리 맞춤형(100분+250MB),,SKT-전용,False,만 65세 이상,,5G,0.244,0.342,0.586,False,400Kbps,,0.0,,0.0,quota,True,,,False,,27830,20872,선택약정 25% 할인,,2,0,,,,만 65세 이상 기본 데이터 0.342GB 추가 제공,,https://www.tworld.co.kr/web/product/callplan/NA00005479,2026-08-06T04:07:27.710071+00:00
MNO,SKT,,NA00002200,NA00002200,official_code,표준요금제,,SKT-전용,False,,,LTE,,,,False,,,,,,quota,False,,,False,50,12100,9075,선택약정 25% 할인,,0,0,,,,,,https://www.tworld.co.kr/web/product/callplan/NA00002200,2026-08-06T04:07:27.710071+00:00
