plan_id,host_mno,plan_name,benefit_category,benefit_name,benefit_service,benefit_tier,benefit_value_won,user_pay_won,is_selectable,select_group,benefit_condition,benefit_detail,source_url
37437,LGU+,A 5G 스페셜 에센셜,OTT/구독,조선일보 종이신문 1개월 무료 구독 이벤트,,,,,False,,,,https://www.moyoplan.com/plans/37437
37437,LGU+,A 5G 스페셜 에센셜,사은품/페이백,유심사 3일 500MB 할인 쿠폰 지급,,,,,False,,,,https://www.moyoplan.com/plans/37437
29029,SKT,티플 올리브영 7GB+(매월 5000P),사은품/페이백,"올리브영 12개월간 매월 5,000원 상품권",,,5000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/29029
36169,KT,이야기 K 데이터 11GB+(다이소 5000P),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/36169
36169,KT,이야기 K 데이터 11GB+(다이소 5000P),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/36169
26748,KT,이야기K 데이터 11GB+(배달의 민족 5000P),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/26748
26748,KT,이야기K 데이터 11GB+(배달의 민족 5000P),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/26748
32018,LGU+,이지 무한 7G+1,사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/32018
23574,KT,KT 15GB+(300분) (CU 매월 20%+올리브영 매월 5천원 상품권!),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/23574
23574,KT,KT 15GB+(300분) (CU 매월 20%+올리브영 매월 5천원 상품권!),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/23574
23574,KT,KT 15GB+(300분) (CU 매월 20%+올리브영 매월 5천원 상품권!),사은품/페이백,CU 오프라인 점포 결제시 20% 할인 제공,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/23574
23574,KT,KT 15GB+(300분) (CU 매월 20%+올리브영 매월 5천원 상품권!),사은품/페이백,"올리브영 12개월간 매월 5,000원 상품권",,,5000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/23574
30869,KT,EG 5G 심플 70GB+,사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30869
33538,KT,TOP 5G 200GB 기본 (지니뮤직),OTT/구독,지니뮤직 무료이용권 매월 제공,지니뮤직,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/33538
33538,KT,TOP 5G 200GB 기본 (지니뮤직),추가데이터,솔로결합(+20GB),,,,,False,,,대상: 솔로결합 대상 요금제를 개통하고 '솔로결합'을 신청한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/33538
33538,KT,TOP 5G 200GB 기본 (지니뮤직),사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,대상: 대상 요금제 개통한 고객 시기: 바로유심/바로배송유심 구매・개통 후 7개월 회선유지시,https://www.moyoplan.com/plans/33538
16843,KT,이야기K 데이터 11GB+(왓차_베이직),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/16843
16843,KT,이야기K 데이터 11GB+(왓차_베이직),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/16843
35824,KT,TOP 5G 200GB 기본 (다이소),추가데이터,솔로결합(+20GB),,,,,False,,,대상: 솔로결합 대상 요금제를 개통하고 '솔로결합'을 신청한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/35824
35824,KT,TOP 5G 200GB 기본 (다이소),사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,대상: 대상 요금제 개통한 고객 시기: 바로유심/바로배송유심 구매・개통 후 7개월 회선유지시,https://www.moyoplan.com/plans/35824
35824,KT,TOP 5G 200GB 기본 (다이소),사은품/페이백,"다이소 매월 5,000원 제공",,,5000,,False,,,"대상: 대상 요금제 개통 후 가입일부터 사용일수 30일 충족한 고객 시기: 실 사용일수 30일 충족시, 31일차에 지급",https://www.moyoplan.com/plans/35824
26866,LGU+,음성기본,사은품/페이백,유심/배송비 무료,,,,,False,,,,https://www.moyoplan.com/plans/26866
24007,SKT,티플 위드유 15GB＋(100분)(G car),사은품/페이백,롯데렌터카 연간 패스 이용권,,,,,False,,,"대상: 대상 요금제 개통한 고객 시기: 개통 첫달 15일/말일 , 이후 매월 초 지급",https://www.moyoplan.com/plans/24007
37182,KT,A 스탠다드 25GB/300분,OTT/구독,조선일보 종이신문 1개월 무료 구독 이벤트,,,,,False,,,,https://www.moyoplan.com/plans/37182
27847,LGU+,이야기 스페셜 100GB+,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/27847
20326,SKT,함께이야기해S(200분+30GB),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/20326
30856,LGU+,이지 무한 10G+1,사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30856
30894,KT,EG CU 무제한 15G+1(CU할인),추가데이터,데이터 10GB 추가 증정,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30894
30894,KT,EG CU 무제한 15G+1(CU할인),사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30894
27407,SKT,티플 CGV 7GB＋,사은품/페이백,CGV 2D영화 8천원 관람권 2매,,,8000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/27407
27407,SKT,티플 CGV 7GB＋,사은품/페이백,CGV 스몰세트 교환권,,,,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/27407
24186,KT,LTE무제한 15GB+1M(CU20%할인),사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 중순 1만원, 7개월차 중순 1만원",https://www.moyoplan.com/plans/24186
24186,KT,LTE무제한 15GB+1M(CU20%할인),사은품/페이백,CU 20% 오프라인 결제할인,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 요금제 가입 후 익일에 발송,https://www.moyoplan.com/plans/24186
24186,KT,LTE무제한 15GB+1M(CU20%할인),추가데이터,추가데이터 10GB 제공,,,,,False,,,대상: 대상 요금제 개통 후 고고모바일 사용자 간 결합한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/24186
24186,KT,LTE무제한 15GB+1M(CU20%할인),추가데이터,데이터 매월 10GB 추가 증정 (24개월간),,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/24186
24186,KT,LTE무제한 15GB+1M(CU20%할인),사은품/페이백,KT유심&배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/24186
30851,KT,EG 무제한 15GB+1(밀리의 서재),OTT/구독,밀리의 서재 이용권 제공,밀리의서재,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30851
30851,KT,EG 무제한 15GB+1(밀리의 서재),추가데이터,데이터 10GB 추가 증정,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30851
30851,KT,EG 무제한 15GB+1(밀리의 서재),사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30851
30833,LGU+,[모요only] 프라임,사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,,https://www.moyoplan.com/plans/30833
33024,LGU+,Sugar 실속(500분/5GB),사은품/페이백,개통완료 시 유심/배송비 무료 1개,,,,,False,,,,https://www.moyoplan.com/plans/33024
9628,KT,데이터 충분 5GB+/100분,사은품/페이백,S-머니3만원(5천원X6개월),,,30000,,False,,모요유심,"대상: 모요에서 신청한 유심 개통 후, 1개월 회선 유지한 고객 시기: 개통월 기준 다음달 말부터 매월 말 지급",https://www.moyoplan.com/plans/9628
9628,KT,데이터 충분 5GB+/100분,사은품/페이백,"3대마트상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매 후 모요 개통, 1개월 유지한 고객 시기: 조건 달성한 달 월말",https://www.moyoplan.com/plans/9628
13979,SKT,함께이야기해S(1000분+20GB),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/13979
16286,SKT,이야기 스탠다드S 300분15GB+,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/16286
31349,LGU+,쿠폰팩 통화기본11GB+매일2GB,사은품/페이백,24개월간 월 5000원씩(네이버페이 가능),,,5000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 부터 매월 16~20일,https://www.moyoplan.com/plans/31349
31349,LGU+,쿠폰팩 통화기본11GB+매일2GB,사은품/페이백,유심/배송비 무료!,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 개통 즉시,https://www.moyoplan.com/plans/31349
33903,LGU+,모나300분10G안심1,사은품/페이백,NFC 유심 무료 제공,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 개통즉시,https://www.moyoplan.com/plans/33903
33903,LGU+,모나300분10G안심1,사은품/페이백,4대 편의점 최대 10.1%적립,,,,,False,,,대상: 대상 요금제 개통 후 멤버십카드 등록한 고객 시기: 개통즉시,https://www.moyoplan.com/plans/33903
27734,KT,[모요only] 쉐이크 LTE 7GB+_지니뮤직,OTT/구독,지니뮤직 무료이용권 매월 제공,지니뮤직,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/27734
27734,KT,[모요only] 쉐이크 LTE 7GB+_지니뮤직,사은품/페이백,매월 1천원 요금할인 (팝테일 가입·인증),,,1000,,False,,,대상: 이벤트 기간 내 대상요금제 개통 후 팝테일 가입·인증한 고객 시기: 개통 후 영업일 기준 D+2일 이내,https://www.moyoplan.com/plans/27734
27734,KT,[모요only] 쉐이크 LTE 7GB+_지니뮤직,사은품/페이백,"마트상품권, 네이버페이 최대 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 말일 1만원, 7개월차 말일 1만원",https://www.moyoplan.com/plans/27734
27734,KT,[모요only] 쉐이크 LTE 7GB+_지니뮤직,추가데이터,SOLO결합(+5GB),,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/27734
27734,KT,[모요only] 쉐이크 LTE 7GB+_지니뮤직,추가데이터,데이터 매월 10GB 추가 증정(24개월),,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/27734
27734,KT,[모요only] 쉐이크 LTE 7GB+_지니뮤직,추가데이터,데이터쿠폰 20GB,,,,,False,,,"대상: 대상 요금제 개통 후, 지급시기까지 회선 유지한 고객 시기: 3개월 단위로 총 3회 제공",https://www.moyoplan.com/plans/27734
37183,KT,A 스탠다드 10GB/200분,OTT/구독,조선일보 종이신문 1개월 무료 구독 이벤트,,,,,False,,,,https://www.moyoplan.com/plans/37183
37183,KT,A 스탠다드 10GB/200분,사은품/페이백,네이버페이 5천원 지급 이벤트,,,5000,,False,,,,https://www.moyoplan.com/plans/37183
35789,KT,EG 무제한 10GB+1(모아진),OTT/구독,모아진(전세계 매거진) 무료 구독,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/35789
37216,LGU+,A 스페셜 11GB+ (24개월),OTT/구독,조선일보 종이신문 1개월 무료 구독 이벤트,,,,,False,,,,https://www.moyoplan.com/plans/37216
30898,KT,EG CU 데이터 15G+3/300분(CU할인),사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30898
24205,KT,LTE무제한 100GB+5M(CU20%할인),사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 중순 1만원, 7개월차 중순 1만원",https://www.moyoplan.com/plans/24205
24205,KT,LTE무제한 100GB+5M(CU20%할인),사은품/페이백,CU 20% 오프라인 결제할인,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 요금제 가입 후 익일에 발송,https://www.moyoplan.com/plans/24205
24205,KT,LTE무제한 100GB+5M(CU20%할인),추가데이터,추가데이터 20GB 제공,,,,,False,,,대상: 대상 요금제 개통 후 고고모바일 사용자 간 결합한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/24205
24205,KT,LTE무제한 100GB+5M(CU20%할인),사은품/페이백,KT유심&배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/24205
15066,LGU+,이야기 스탠다드 100분15GB+,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/15066
11199,LGU+,슬림 안심 유심 2.5GB 250분,사은품/페이백,네이버페이 매달 5천원 페이백(6개월),,,30000,,False,,,,https://www.moyoplan.com/plans/11199
11199,LGU+,슬림 안심 유심 2.5GB 250분,사은품/페이백,프레딧 쿠폰 2만원(5천원*4개월),,,20000,,False,,,,https://www.moyoplan.com/plans/11199
11199,LGU+,슬림 안심 유심 2.5GB 250분,OTT/구독,구글 AI프로+도미노피자 할인쿠폰,,,,,False,,,,https://www.moyoplan.com/plans/11199
11199,LGU+,슬림 안심 유심 2.5GB 250분,OTT/구독,토스미·오픽미 AI 모의고사,,,,,False,,,,https://www.moyoplan.com/plans/11199
37436,LGU+,A 5G 스페셜 슈퍼,OTT/구독,조선일보 종이신문 1개월 무료 구독 이벤트,,,,,False,,,,https://www.moyoplan.com/plans/37436
37436,LGU+,A 5G 스페셜 슈퍼,사은품/페이백,유심사 3일 500MB 할인 쿠폰 지급,,,,,False,,,,https://www.moyoplan.com/plans/37436
37174,KT,A 올라잇,OTT/구독,조선일보 종이신문 1개월 무료 구독 이벤트,,,,,False,,,,https://www.moyoplan.com/plans/37174
37238,SKT,A 스마트 20GB/100분,OTT/구독,조선일보 종이신문 1개월 무료 구독 이벤트,,,,,False,,,,https://www.moyoplan.com/plans/37238
37238,SKT,A 스마트 20GB/100분,사은품/페이백,네이버페이 5천원 지급 이벤트,,,5000,,False,,,,https://www.moyoplan.com/plans/37238
8165,LGU+,내맘대로 차단형 (0분+500MB),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/8165
18745,KT,[모요only] 무제한 7GB+1M(밀리의서재 Free),OTT/구독,"밀리의 서재 구독권(11,900원 상당) 제공",밀리의서재,,11900,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/18745
18745,KT,[모요only] 무제한 7GB+1M(밀리의서재 Free),사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 중순 1만원, 7개월차 중순 1만원",https://www.moyoplan.com/plans/18745
18745,KT,[모요only] 무제한 7GB+1M(밀리의서재 Free),추가데이터,데이터 매월 10GB 추가 증정 (24개월간),,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/18745
18745,KT,[모요only] 무제한 7GB+1M(밀리의서재 Free),추가데이터,추가데이터 5GB 제공,,,,,False,,,대상: 대상 요금제 개통 후 고고모바일 사용자 간 결합한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/18745
18745,KT,[모요only] 무제한 7GB+1M(밀리의서재 Free),사은품/페이백,KT유심&배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/18745
34909,LGU+,이야기 라이트 10GB+(24개월),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/34909
16406,SKT,이야기 무한 10GB+,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/16406
31398,LGU+,[L] 핀다이렉트Z 일5GB+,사은품/페이백,데이터 로밍 3일 무료 쿠폰,,,,,False,,,,https://www.moyoplan.com/plans/31398
37176,KT,A 스탠다드 20GB/300분,OTT/구독,조선일보 종이신문 1개월 무료 구독 이벤트,,,,,False,,,,https://www.moyoplan.com/plans/37176
37176,KT,A 스탠다드 20GB/300분,사은품/페이백,네이버페이 5천원 지급 이벤트,,,5000,,False,,,,https://www.moyoplan.com/plans/37176
36172,KT,이야기 K 데이터 100GB+(다이소 5000P),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/36172
36172,KT,이야기 K 데이터 100GB+(다이소 5000P),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/36172
23286,KT,KT 7GB+ (밀리의서재+올리브영 매월 5천원 상품권!),OTT/구독,밀리의 서재 전자책 정기구독 혜택 매월 제공,밀리의서재,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/23286
23286,KT,KT 7GB+ (밀리의서재+올리브영 매월 5천원 상품권!),사은품/페이백,3대마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/23286
23286,KT,KT 7GB+ (밀리의서재+올리브영 매월 5천원 상품권!),사은품/페이백,3대마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/23286
23286,KT,KT 7GB+ (밀리의서재+올리브영 매월 5천원 상품권!),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/23286
23286,KT,KT 7GB+ (밀리의서재+올리브영 매월 5천원 상품권!),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/23286
23286,KT,KT 7GB+ (밀리의서재+올리브영 매월 5천원 상품권!),사은품/페이백,"올리브영 12개월간 매월 5,000원 상품권",,,5000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/23286
23286,KT,KT 7GB+ (밀리의서재+올리브영 매월 5천원 상품권!),추가데이터,개통시 매월 10GB 데이터 추가 지급,,,,,False,,,"대상: 대상 요금제 개통한 고객 시기: 개통 익일 제공, 익월부터는 매월초 제공",https://www.moyoplan.com/plans/23286
31354,LGU+,쿠폰팩 통화기본100GB+,사은품/페이백,24개월간 월 5000원씩(네이버페이 가능),,,5000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 부터 매월 16~20일,https://www.moyoplan.com/plans/31354
31354,LGU+,쿠폰팩 통화기본100GB+,사은품/페이백,유심/배송비 무료!,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 개통 즉시,https://www.moyoplan.com/plans/31354
36170,KT,이야기 K 데이터 100GB+(배달의 민족 5000P),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/36170
36170,KT,이야기 K 데이터 100GB+(배달의 민족 5000P),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/36170
29085,SKT,함께이야기해S 무한 30GB,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/29085
35401,SKT,[S]아이즈특판300분/15GB+,추가데이터,SOLO결합 데이터 10GB 지급,,,,,False,,,대상: 대상 요금제 개통 후 아이즈모바일 사용자간 결합 & SOLO 결합한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/35401
13787,KT,모두 충분 6GB+,사은품/페이백,S-머니3만원(5천원X6개월),,,30000,,False,,모요유심,"대상: 모요에서 신청한 유심 개통 후, 1개월 회선 유지한 고객 시기: 개통월 기준 다음달 말부터 매월 말 지급",https://www.moyoplan.com/plans/13787
13787,KT,모두 충분 6GB+,사은품/페이백,"3대마트상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매 후 모요 개통, 1개월 유지한 고객 시기: 조건 달성한 달 월말",https://www.moyoplan.com/plans/13787
30892,KT,EG CU 무제한 10G+1(CU할인),추가데이터,데이터 10GB 추가 증정,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30892
30892,KT,EG CU 무제한 10G+1(CU할인),사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30892
30849,KT,EG 무제한 10GB+1(밀리의 서재),OTT/구독,밀리의 서재 이용권 제공,밀리의서재,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30849
30849,KT,EG 무제한 10GB+1(밀리의 서재),추가데이터,데이터 10GB 추가 증정,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30849
30849,KT,EG 무제한 10GB+1(밀리의 서재),사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30849
24194,KT,5G200분/10GB,사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 중순 1만원, 7개월차 중순 1만원",https://www.moyoplan.com/plans/24194
24194,KT,5G200분/10GB,사은품/페이백,KT유심&배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/24194
30864,KT,[5G]EG 데이터 5GB/100분,사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30864
8166,LGU+,내맘대로 차단형 (50분+500MB),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/8166
30941,KT,무제한 15GB+1M(다이소 매월 5000원),사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 중순 1만원, 7개월차 중순 1만원",https://www.moyoplan.com/plans/30941
30941,KT,무제한 15GB+1M(다이소 매월 5000원),사은품/페이백,"다이소상품권 매월 5,000원 제공",,,5000,,False,,,대상: 대상 요금제 개통 후 지급 시기까지 회선 유지한 고객 시기: 매월 실사용 30일사용시 익일 제공,https://www.moyoplan.com/plans/30941
30941,KT,무제한 15GB+1M(다이소 매월 5000원),추가데이터,추가데이터 10GB 제공,,,,,False,,,대상: 대상 요금제 개통 후 고고모바일 사용자 간 결합한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30941
30941,KT,무제한 15GB+1M(다이소 매월 5000원),추가데이터,데이터 매월 10GB 추가 증정 (24개월간),,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30941
30941,KT,무제한 15GB+1M(다이소 매월 5000원),사은품/페이백,KT유심&배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30941
16836,KT,이야기K 데이터 7GB+(지니뮤직),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,"대상: 대상 요금제 개통 후 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 말일 1만원, 7개월차 말일 1만원",https://www.moyoplan.com/plans/16836
16836,KT,이야기K 데이터 7GB+(지니뮤직),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/16836
16846,KT,이야기K 안심 데이터 100G+(왓차_프리미엄),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/16846
16846,KT,이야기K 안심 데이터 100G+(왓차_프리미엄),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/16846
