plan_id,host_mno,plan_name,benefit_category,benefit_name,benefit_service,benefit_tier,benefit_value_won,user_pay_won,is_selectable,select_group,benefit_condition,benefit_detail,source_url
29223,KT,"[모요only] 쉐이크 LTE 100GB+_다이소 매 월 5,000원",사은품/페이백,"마트상품권, 네이버페이 최대 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 말일 1만원, 7개월차 말일 1만원",https://www.moyoplan.com/plans/29223
29223,KT,"[모요only] 쉐이크 LTE 100GB+_다이소 매 월 5,000원",사은품/페이백,"다이소 매월 5,000원 제공",,,5000,,False,,,"대상: 대상 요금제 개통 후, 지급시기까지 회선 유지한 고객 시기: 실 사용일 수 30일 충족 시, 31일차에 지급",https://www.moyoplan.com/plans/29223
29223,KT,"[모요only] 쉐이크 LTE 100GB+_다이소 매 월 5,000원",추가데이터,SOLO결합(+20GB),,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/29223
29223,KT,"[모요only] 쉐이크 LTE 100GB+_다이소 매 월 5,000원",추가데이터,데이터쿠폰 20GB,,,,,False,,,"대상: 대상 요금제 개통 후, 지급시기까지 회선 유지한 고객 시기: 3개월 단위로 총 3회 제공",https://www.moyoplan.com/plans/29223
15079,LGU+,5G이야기 스페셜 150GB+,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/15079
33937,KT,TOP 7GB 기본 (밀리의서재),OTT/구독,밀리의서재 평생 무료 구독권,밀리의서재,,,,False,,,,https://www.moyoplan.com/plans/33937
33937,KT,TOP 7GB 기본 (밀리의서재),추가데이터,솔로결합(+5GB),,,,,False,,,,https://www.moyoplan.com/plans/33937
33937,KT,TOP 7GB 기본 (밀리의서재),사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,시기: 바로유심/바로배송유심 구매・개통 후 7개월 회선유지시,https://www.moyoplan.com/plans/33937
33937,KT,TOP 7GB 기본 (밀리의서재),추가데이터,데이터 10GB 추가 제공(24개월간),,,,,False,,,,https://www.moyoplan.com/plans/33937
30955,KT,[모요only] [K] 핀다이렉트Z 7GB+(네이버페이) _PIN,사은품/페이백,네이버페이 매달 5천원 페이백 (평생),,,5000,,False,,,,https://www.moyoplan.com/plans/30955
30955,KT,[모요only] [K] 핀다이렉트Z 7GB+(네이버페이) _PIN,사은품/페이백,"네이버페이 5,000P 매월 평생 제공",,,,,False,,,,https://www.moyoplan.com/plans/30955
30955,KT,[모요only] [K] 핀다이렉트Z 7GB+(네이버페이) _PIN,사은품/페이백,"네이버페이, 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/30955
30955,KT,[모요only] [K] 핀다이렉트Z 7GB+(네이버페이) _PIN,사은품/페이백,데이터 로밍 3일 무료 쿠폰,,,,,False,,,,https://www.moyoplan.com/plans/30955
30955,KT,[모요only] [K] 핀다이렉트Z 7GB+(네이버페이) _PIN,추가데이터,데이터 매월 10GB 추가 제공 (24개월간),,,,,False,,,,https://www.moyoplan.com/plans/30955
30955,KT,[모요only] [K] 핀다이렉트Z 7GB+(네이버페이) _PIN,추가데이터,KT 데이터 결합 (추가데이터 5GB),,,,,False,,,대상: 결합 완료,https://www.moyoplan.com/plans/30955
34304,KT,가성비플러스(30GB/350분),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,,https://www.moyoplan.com/plans/34304
34304,KT,가성비플러스(30GB/350분),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,,https://www.moyoplan.com/plans/34304
33073,LGU+,이지 데이터 10GB,사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,,https://www.moyoplan.com/plans/33073
26837,KT,가성비플러스(20GB/350분),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/26837
26837,KT,가성비플러스(20GB/350분),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/26837
33936,KT,ONE 5G 20GB 300분,사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/33936
31823,KT,가성비플러스(5GB/350분),사은품/페이백,3대마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/31823
31823,KT,가성비플러스(5GB/350분),사은품/페이백,3대마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/31823
31823,KT,가성비플러스(5GB/350분),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/31823
31823,KT,가성비플러스(5GB/350분),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/31823
23191,LGU+,슈가칩 매일5GB++,사은품/페이백,개통완료 시 유심/배송비 무료 1개,,,,,False,,,,https://www.moyoplan.com/plans/23191
34897,KT,이야기K 데이터 11GB+(후후안심),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/34897
34897,KT,이야기K 데이터 11GB+(후후안심),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/34897
31048,SKT,티플 11GB+(이디야커피),사은품/페이백,"12개월간 이디야 모바일권 5,000원권 증정",,,5000,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/31048
37147,LGU+,5G 이야기 완전 무제한 95GB+,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/37147
37147,LGU+,5G 이야기 완전 무제한 95GB+,사은품/페이백,"링키드 포인트 15,000P 지급",,,,,False,,,,https://www.moyoplan.com/plans/37147
35495,LGU+,[CHM]5G 찬스 300분/15GB,사은품/페이백,유심/배송비 무료,,,,,False,,,,https://www.moyoplan.com/plans/35495
26729,LGU+,"[모빌카드 스페셜] 통화, 데이터 마음대로 100GB+",사은품/페이백,"네이버페이 10,000원",,,10000,,False,,,대상: 이벤트 기간 내 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/26729
26729,LGU+,"[모빌카드 스페셜] 통화, 데이터 마음대로 100GB+",사은품/페이백,일반 유심/배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/26729
35279,SKT,티플북 11G+(도서문화상품권 매월 5000P),사은품/페이백,북앤라이프 5000P 도서문화상품권,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 개통 후 익월 말일부터 매월 말일,https://www.moyoplan.com/plans/35279
35808,KT,완전마음껏 100GB＋＋(밀리의서재)_18개월할인,OTT/구독,밀리의 서재 전자책 정기구독 혜택 매월 제공,밀리의서재,,,,False,,,,https://www.moyoplan.com/plans/35808
35808,KT,완전마음껏 100GB＋＋(밀리의서재)_18개월할인,사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,,https://www.moyoplan.com/plans/35808
35808,KT,완전마음껏 100GB＋＋(밀리의서재)_18개월할인,사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,,https://www.moyoplan.com/plans/35808
35907,KT,[모요only] 쉐이크 LTE 100GB+_웨이브,OTT/구독,웨이브(광고형) 구독권 지급 이벤트,웨이브,광고형,,,False,,,,https://www.moyoplan.com/plans/35907
35907,KT,[모요only] 쉐이크 LTE 100GB+_웨이브,사은품/페이백,매월 1천원 요금할인 (팝테일 가입·인증),,,1000,,False,,,,https://www.moyoplan.com/plans/35907
35907,KT,[모요only] 쉐이크 LTE 100GB+_웨이브,사은품/페이백,"마트상품권, 네이버페이 최대 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지 시기: 개통 후 4개월차 말일 1만원, 7개월차 말일 1만원",https://www.moyoplan.com/plans/35907
35907,KT,[모요only] 쉐이크 LTE 100GB+_웨이브,추가데이터,SOLO결합(+20GB),,,,,False,,,,https://www.moyoplan.com/plans/35907
35907,KT,[모요only] 쉐이크 LTE 100GB+_웨이브,추가데이터,데이터쿠폰 20GB,,,,,False,,,"대상: 대상 요금제 개통 후, 지급시기까지 회선 유지 시기: 3개월 단위로 총 3회 제공",https://www.moyoplan.com/plans/35907
28696,LGU+,Sugar 실속(300분/15GB),사은품/페이백,개통완료 시 유심/배송비 무료 1개,,,,,False,,,,https://www.moyoplan.com/plans/28696
32240,KT,가성비플러스(20GB/350분)_평생요금,사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/32240
32240,KT,가성비플러스(20GB/350분)_평생요금,사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/32240
36597,LGU+,[모요only] 마블링 프라임 15GB+1Mbps,사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,,https://www.moyoplan.com/plans/36597
27411,SKT,티플 CGV 11GB＋,사은품/페이백,CGV 2D영화 8천원 관람권 2매,,,8000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/27411
27411,SKT,티플 CGV 11GB＋,사은품/페이백,CGV 스몰세트 교환권,,,,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/27411
12431,KT,슬림 3GB/300분,사은품/페이백,S-머니3만원(5천원X6개월),,,30000,,False,,모요유심,"대상: 모요에서 신청한 유심 개통 후, 1개월 회선 유지한 고객 시기: 개통월 기준 다음달 말부터 매월 말 지급",https://www.moyoplan.com/plans/12431
12431,KT,슬림 3GB/300분,사은품/페이백,"3대마트상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매 후 모요 개통, 1개월 유지한 고객 시기: 조건 달성한 달 월말",https://www.moyoplan.com/plans/12431
31865,KT,[모요only] 쉐이크핫딜 LTE 100GB+_모아진 전자 구독,OTT/구독,모아진(전자잡지) 무료 구독권,,,,,False,,,,https://www.moyoplan.com/plans/31865
31865,KT,[모요only] 쉐이크핫딜 LTE 100GB+_모아진 전자 구독,사은품/페이백,매월 1천원 요금할인 (팝테일 가입·인증),,,1000,,False,,,,https://www.moyoplan.com/plans/31865
31865,KT,[모요only] 쉐이크핫딜 LTE 100GB+_모아진 전자 구독,사은품/페이백,"마트상품권, 네이버페이 최대 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지 시기: 개통 후 4개월차 말일 1만원, 7개월차 말일 1만원",https://www.moyoplan.com/plans/31865
31865,KT,[모요only] 쉐이크핫딜 LTE 100GB+_모아진 전자 구독,추가데이터,SOLO결합(+20GB),,,,,False,,,,https://www.moyoplan.com/plans/31865
31865,KT,[모요only] 쉐이크핫딜 LTE 100GB+_모아진 전자 구독,추가데이터,데이터쿠폰 20GB,,,,,False,,,"대상: 대상 요금제 개통 후, 지급시기까지 회선 유지 시기: 3개월 단위로 총 3회 제공",https://www.moyoplan.com/plans/31865
26255,LGU+,[평생할인] 1GB+/통화기본,사은품/페이백,12만원 혜택(매월 이마트24 5천원),,,120000,,False,,,대상: 대상 요금제 개통한 고객 시기: 가입 완료한 월의 익월 1일~말일,https://www.moyoplan.com/plans/26255
26255,LGU+,[평생할인] 1GB+/통화기본,사은품/페이백,매달 hy 금액권 1만원(12만),,,10000,,False,,,대상: 이벤트 기간 내 요금제 개통 후 지급시기까지 회선 유지한 고객 시기: 가입 익월 20일경 부터 12개월간 지급,https://www.moyoplan.com/plans/26255
36164,LGU+,코나아이데이터11G+일2G,사은품/페이백,NFC 유심 무료 제공,,,,,False,,,,https://www.moyoplan.com/plans/36164
36164,LGU+,코나아이데이터11G+일2G,사은품/페이백,4대 편의점 최대 10.1%적립,,,,,False,,,,https://www.moyoplan.com/plans/36164
33551,LGU+,실속 10GB+1Mbps,사은품/페이백,유심/배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/33551
26273,LGU+,[평생할인] 4GB/통화기본,사은품/페이백,매달 hy 금액권 1만원(12만),,,10000,,False,,,대상: 이벤트 기간 내 요금제 개통 후 지급시기까지 회선 유지한 고객 시기: 가입 익월 20일경 부터 12개월간 지급,https://www.moyoplan.com/plans/26273
20100,LGU+,"[일반] 통화, 데이터 마음대로 Pro_24개월",사은품/페이백,일반 유심/배송비 무료,,,,,False,,,,https://www.moyoplan.com/plans/20100
20572,LGU+,이야기 10GB 100분,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/20572
32420,KT,모두 충분 15GB+(모아진),사은품/페이백,S-머니3만원(5천원X6개월),,,30000,,False,,모요유심,"대상: 모요에서 신청한 유심 개통 후, 1개월 회선 유지한 고객 시기: 개통월 기준 다음달 말부터 매월 말 지급",https://www.moyoplan.com/plans/32420
32420,KT,모두 충분 15GB+(모아진),사은품/페이백,"3대마트상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매 후 모요 개통, 1개월 유지한 고객 시기: 조건 달성한 달 월말",https://www.moyoplan.com/plans/32420
37113,LGU+,[Npay 12만 기본제공] 5G 150GB+/통화기본,사은품/페이백,네이버페이 매달 5천원 페이백 (24개월),,,120000,,False,,,,https://www.moyoplan.com/plans/37113
13986,SKT,5G 함께이야기해S (200분+10GB),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/13986
30902,KT,EG CU 무제한 100G+5(CU할인),사은품/페이백,일반유심/배송비 무료,,,,,False,,택배일반유심,대상: 대상 요금제 개통 후 일반유심을 택배로 받을래요 신청 후 개통을 완료한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/30902
18583,KT,모두 충분 11GB+(밀리의서재),OTT/구독,"밀리의서재(매월11,900원)평생 구독권",밀리의서재,,11900,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/18583
18583,KT,모두 충분 11GB+(밀리의서재),사은품/페이백,S-머니6만원(1만원X6개월),,,60000,,False,,모요유심,"대상: 모요에서 신청한 유심 개통 후, 1개월 회선 유지한 고객 시기: 개통월 기준 다음달 말부터 매월 말 지급",https://www.moyoplan.com/plans/18583
18583,KT,모두 충분 11GB+(밀리의서재),사은품/페이백,"3대마트상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매 후 모요 개통, 1개월 유지한 고객 시기: 조건 달성한 달 월말",https://www.moyoplan.com/plans/18583
31330,LGU+,음성 200분 6GB+,사은품/페이백,유심/배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/31330
36977,KT,5G 모두다 맘껏 110GB+(밀리의 서재 FREE),OTT/구독,밀리의 서재 평생 구독 0원,밀리의서재,,,,False,,,,https://www.moyoplan.com/plans/36977
36977,KT,5G 모두다 맘껏 110GB+(밀리의 서재 FREE),사은품/페이백,M마켓 포인트 16만원 (2만 X 8개월),,,160000,,False,,,,https://www.moyoplan.com/plans/36977
36977,KT,5G 모두다 맘껏 110GB+(밀리의 서재 FREE),사은품/페이백,삼성 자급제 이벤트 네이버페이 12만원,삼성 디바이스,,120000,,False,,,대상: 사은품 지급 시기까지 회선 유지 시기: 개통 후 2개월 말부터,https://www.moyoplan.com/plans/36977
36977,KT,5G 모두다 맘껏 110GB+(밀리의 서재 FREE),사은품/페이백,쿠팡유심 개통 시 쿠팡캐시 2만원,,,20000,,False,,쿠팡유심,"대상: 쿠팡 유심 구매·개통 후 혜택 지급까지 유지 시기: 1만원(4개월차), 1만원(7개월차)",https://www.moyoplan.com/plans/36977
36977,KT,5G 모두다 맘껏 110GB+(밀리의 서재 FREE),사은품/페이백,3대 마트 + 네이버페이 포인트 2만원,,,20000,,False,,KT바로유심,"대상: 바로유심/바로배송유심 구매·개통 후 혜택 지급까지 유지 시기: 1만원(4개월차), 1만원(7개월차)",https://www.moyoplan.com/plans/36977
36977,KT,5G 모두다 맘껏 110GB+(밀리의 서재 FREE),추가데이터,아무나SOLO 결합 데이터 20GB 추가 제공,,,,,False,,,대상: 아무나SOLO 결합 완료 시기: 결합 완료 시 별도의 신청 없이 즉시,https://www.moyoplan.com/plans/36977
25700,KT,이야기K 데이터 11GB+(밀리의서재),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,"대상: 대상 요금제 개통 후 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 개통 후 4개월차 말일 1만원, 7개월차 말일 1만원",https://www.moyoplan.com/plans/25700
25700,KT,이야기K 데이터 11GB+(밀리의서재),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/25700
34816,LGU+,음성기본,사은품/페이백,유심/배송비 무료,,,,,False,,,,https://www.moyoplan.com/plans/34816
31831,LGU+,"[모요 전용] 통화, 데이터 마음대로 100GB+",사은품/페이백,"네이버페이 10,000원",,,10000,,False,,,대상: 이벤트 기간 내 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/31831
29033,SKT,티플 올리브영 11GB+(매월 5000P),사은품/페이백,"올리브영 12개월간 매월 5,000원 상품권",,,5000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/29033
31049,SKT,티플 100GB+(이디야커피),사은품/페이백,"12개월간 이디야 모바일권 5,000원권 증정",,,5000,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/31049
35280,SKT,티플북 100G+(도서문화상품권 매월 5000P),사은품/페이백,북앤라이프 5000P 도서문화상품권,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 개통 후 익월 말일부터 매월 말일,https://www.moyoplan.com/plans/35280
27774,LGU+,시월 무제한 100GB+5Mbps,사은품/페이백,유심/배송비 무료!,,,,,False,,,,https://www.moyoplan.com/plans/27774
20591,SKT,티플 15GB(15GB/300분)_평생요금,사은품/페이백,쇼핑엔티 홈쇼핑 3천원 쿠폰 12개월 증정,,,3000,,False,,,"대상: 대상 요금제 개통한 고객 시기: 개통 첫달 15일/말일 , 이후 매월 초 지급",https://www.moyoplan.com/plans/20591
36341,KT,5G 가성비플러스(30GB/350분)_12개월할인,사은품/페이백,3대마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/36341
36341,KT,5G 가성비플러스(30GB/350분)_12개월할인,사은품/페이백,3대마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/36341
36341,KT,5G 가성비플러스(30GB/350분)_12개월할인,사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/36341
36341,KT,5G 가성비플러스(30GB/350분)_12개월할인,사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/36341
36166,LGU+,NH콕 이야기 7GB+,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/36166
33935,KT,ONE 5G 15GB 300분,사은품/페이백,"3대 마트 상품권, 네이버페이 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/33935
10388,LGU+,5G 스페셜 유심 180GB,사은품/페이백,네이버페이 매달 2.5만원 페이백(6개월),,,150000,,False,,,,https://www.moyoplan.com/plans/10388
10388,LGU+,5G 스페셜 유심 180GB,사은품/페이백,네이버페이 1만원,,,10000,,False,,,,https://www.moyoplan.com/plans/10388
10388,LGU+,5G 스페셜 유심 180GB,사은품/페이백,갤럭시 자급제 이벤트 신세계상품권 10만원,,,100000,,False,,,,https://www.moyoplan.com/plans/10388
10388,LGU+,5G 스페셜 유심 180GB,OTT/구독,구글 AI프로+도미노피자 할인쿠폰,,,,,False,,,대상: 1개월 회선 유지 시기: 조건달성한달 5일,https://www.moyoplan.com/plans/10388
10388,LGU+,5G 스페셜 유심 180GB,추가데이터,"헬로모바일 결합시, 추가 데이터 20GB 증정",,,,,False,,,"시기: 결합일 익일 제공, 익월부터 매월 1일 제공",https://www.moyoplan.com/plans/10388
10388,LGU+,5G 스페셜 유심 180GB,OTT/구독,토스미·오픽미 AI 모의고사,,,,,False,,,대상: 혜택 지급 시점까지 회선 유지 시기: 조건달성한 달 3주차(9월 3주차),https://www.moyoplan.com/plans/10388
35889,SKT,티플 100G＋(CU멤버십＋매월 5000P),사은품/페이백,"CU 5,000P 모바일상품권 12개월 제공",,,,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 가입 30일 충족후 31일차 발송,https://www.moyoplan.com/plans/35889
35889,SKT,티플 100G＋(CU멤버십＋매월 5000P),사은품/페이백,CU편의점 20% 할인 12개월 제공,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/35889
35889,SKT,티플 100G＋(CU멤버십＋매월 5000P),사은품/페이백,12개월간 CU 카테고리 20% 할인권 제공,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/35889
27412,SKT,티플 CGV 100GB＋,사은품/페이백,CGV 2D영화 8천원 관람권 2매,,,8000,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/27412
27412,SKT,티플 CGV 100GB＋,사은품/페이백,CGV 스몰세트 교환권,,,,,False,,,대상: 대상 요금제 개통 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/27412
34867,LGU+,두해 100분15GB+,사은품/페이백,유심/배송비 무료!,,,,,False,,,,https://www.moyoplan.com/plans/34867
26875,LGU+,[CHM] 음성 200분 5GB,사은품/페이백,유심/배송비 무료,,,,,False,,,대상: 대상 요금제 개통한 고객 시기: 조건 달성한 즉시,https://www.moyoplan.com/plans/26875
36639,LGU+,이야기 라이트 100분6GB+,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,대상: 대상 요금제 개통 후 개통월 내 리뷰 작성 후 1개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/36639
36639,LGU+,이야기 라이트 100분6GB+,사은품/페이백,네이버페이 5천원,,,5000,,False,,,대상: 대상 요금제 개통한 고객 시기: 10월 28일경 지급,https://www.moyoplan.com/plans/36639
26838,KT,가성비플러스(6GB/350분),사은품/페이백,3대마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/26838
26838,KT,가성비플러스(6GB/350분),사은품/페이백,3대마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/26838
26838,KT,가성비플러스(6GB/350분),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 7개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/26838
26838,KT,가성비플러스(6GB/350분),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,대상: 바로유심/바로배송유심 구매・개통 후 4개월 회선 유지한 고객 시기: 조건 달성한 달 월말,https://www.moyoplan.com/plans/26838
36609,KT,티플 100G＋(컬쳐랜드),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,,https://www.moyoplan.com/plans/36609
36609,KT,티플 100G＋(컬쳐랜드),사은품/페이백,마트 상품권/네이버페이 1만원 증정,,,10000,,False,,KT바로유심,,https://www.moyoplan.com/plans/36609
36609,KT,티플 100G＋(컬쳐랜드),사은품/페이백,"컬쳐랜드 모바일 문화상품권 5,000P 제공",,,,,False,,,,https://www.moyoplan.com/plans/36609
36171,KT,이야기 K 데이터 100GB+(밀리의서재),사은품/페이백,"네이버페이, 3대 마트 상품권 2만원",,,20000,,False,,KT바로유심,,https://www.moyoplan.com/plans/36171
36171,KT,이야기 K 데이터 100GB+(밀리의서재),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/36171
29236,LGU+,이야기 데이터 FREE 15GB,사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/29236
34880,LGU+,두해 통화기본매일5GB+,사은품/페이백,유심/배송비 무료!,,,,,False,,,,https://www.moyoplan.com/plans/34880
36682,LGU+,5G 슈가통화마음대로 125GB++,사은품/페이백,개통완료 시 유심/배송비 무료 1개,,,,,False,,,,https://www.moyoplan.com/plans/36682
13972,SKT,함께이야기해S(100분+10GB),사은품/페이백,"네이버페이 5,000원",,,5000,,False,,,,https://www.moyoplan.com/plans/13972
13972,SKT,함께이야기해S(100분+10GB),사은품/페이백,"링키드 포인트 15,000P 지급",,,,,False,,,,https://www.moyoplan.com/plans/13972
11200,LGU+,DATA 걱정없는 유심 1GB,사은품/페이백,네이버페이 매달 5천원 페이백(6개월),,,30000,,False,,,,https://www.moyoplan.com/plans/11200
11200,LGU+,DATA 걱정없는 유심 1GB,사은품/페이백,프레딧 쿠폰 2만원(5천원*4개월),,,20000,,False,,,,https://www.moyoplan.com/plans/11200
